"","account_status","duration","credit_history","purpose","amount","savings","employment","installment_rate","status_gender","guarantors","resident_since","property","age","other_plans","housing","num_credits","job","people_maintenance","phone","foreign","BAD"
"166","X4",6,"X3","X4",2978,"X3","X3",1,"X3","X1",2,"X3",32,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"167","X1",18,"X3","X4",1131,"X1","X1",4,"X2","X1",2,"X3",33,"X3","X2",1,"X3",1,"X1","X1","BAD"
"168","X2",11,"X3","X4",1577,"X4","X2",4,"X2","X1",1,"X1",20,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"169","X4",24,"X3","X4",3972,"X1","X4",2,"X2","X1",4,"X2",25,"X3","X1",1,"X3",1,"X2","X1","GOOD"
"170","X2",24,"X5","X10",1935,"X1","X5",4,"X1","X1",4,"X1",31,"X3","X2",2,"X3",1,"X2","X1","BAD"
"171","X1",15,"X1","X1",950,"X1","X5",4,"X3","X1",3,"X3",33,"X3","X1",2,"X3",2,"X1","X1","BAD"
"172","X4",12,"X3","X4",763,"X1","X3",4,"X2","X1",1,"X1",26,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"173","X2",24,"X4","X4",2064,"X1","X1",3,"X2","X1",2,"X2",34,"X3","X2",1,"X4",1,"X2","X1","BAD"
"174","X2",8,"X3","X5",1414,"X1","X3",4,"X3","X3",2,"X1",33,"X3","X2",1,"X3",1,"X1","X2","GOOD"
"175","X1",21,"X4","X8",3414,"X1","X2",2,"X3","X1",1,"X2",26,"X3","X2",2,"X3",1,"X1","X1","BAD"
"176","X4",30,"X2","X2",7485,"X5","X1",4,"X2","X1",1,"X1",53,"X1","X2",1,"X4",1,"X2","X1","BAD"
"177","X1",12,"X3","X4",2577,"X1","X3",2,"X1","X1",1,"X3",42,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"178","X1",6,"X5","X5",338,"X3","X5",4,"X3","X1",4,"X3",52,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"179","X4",12,"X3","X5",1963,"X1","X4",4,"X3","X1",2,"X3",31,"X3","X1",2,"X4",2,"X2","X1","GOOD"
"180","X1",21,"X5","X1",571,"X1","X5",4,"X3","X1",4,"X1",65,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"181","X4",36,"X4","X10",9572,"X1","X2",1,"X1","X1",1,"X3",28,"X3","X2",2,"X3",1,"X1","X1","BAD"
"182","X2",36,"X4","X10",4455,"X1","X3",2,"X1","X1",2,"X1",30,"X2","X2",2,"X4",1,"X2","X1","BAD"
"183","X1",21,"X2","X1",1647,"X5","X3",4,"X3","X1",2,"X2",40,"X3","X2",2,"X2",2,"X1","X1","BAD"
"184","X4",24,"X5","X4",3777,"X4","X3",4,"X3","X1",4,"X1",50,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"185","X2",18,"X5","X1",884,"X1","X5",4,"X3","X1",4,"X3",36,"X1","X2",1,"X3",2,"X2","X1","BAD"
"186","X4",15,"X5","X5",1360,"X1","X3",4,"X3","X1",2,"X2",31,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"187","X2",9,"X2","X2",5129,"X1","X5",2,"X2","X1",4,"X4",74,"X1","X3",1,"X4",2,"X2","X1","BAD"
"188","X2",16,"X5","X1",1175,"X1","X1",2,"X3","X1",3,"X3",68,"X3","X3",3,"X1",1,"X2","X1","GOOD"
"189","X1",12,"X3","X5",674,"X2","X4",4,"X4","X1",1,"X2",20,"X3","X2",1,"X3",1,"X1","X1","BAD"
"190","X2",18,"X1","X4",3244,"X1","X3",1,"X2","X1",4,"X3",33,"X1","X2",2,"X3",1,"X2","X1","GOOD"
"191","X4",24,"X3","X10",4591,"X4","X3",2,"X3","X1",3,"X2",54,"X3","X2",3,"X4",1,"X2","X1","BAD"
"192","X2",48,"X1","X10",3844,"X2","X4",4,"X3","X1",4,"X4",34,"X3","X3",1,"X2",2,"X1","X1","BAD"
"193","X2",27,"X3","X10",3915,"X1","X3",4,"X3","X1",2,"X3",36,"X3","X2",1,"X3",2,"X2","X1","BAD"
"194","X4",6,"X3","X5",2108,"X1","X4",2,"X4","X1",2,"X1",29,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"195","X2",45,"X3","X5",3031,"X2","X3",4,"X3","X3",4,"X2",21,"X3","X1",1,"X3",1,"X1","X1","BAD"
"196","X2",9,"X5","X8",1501,"X1","X5",2,"X2","X1",3,"X3",34,"X3","X2",2,"X4",1,"X2","X1","BAD"
"197","X4",6,"X5","X5",1382,"X1","X3",1,"X2","X1",1,"X3",28,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"198","X2",12,"X3","X4",951,"X2","X2",4,"X2","X1",4,"X3",27,"X1","X1",4,"X3",1,"X1","X1","BAD"
"199","X2",24,"X3","X2",2760,"X5","X5",4,"X3","X1",4,"X4",36,"X1","X3",1,"X3",1,"X2","X1","GOOD"
"200","X2",18,"X4","X4",4297,"X1","X5",4,"X1","X1",3,"X4",40,"X3","X2",1,"X4",1,"X2","X1","BAD"
"201","X4",9,"X5","X8",936,"X3","X5",4,"X3","X1",2,"X3",52,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"202","X1",12,"X3","X1",1168,"X1","X3",4,"X4","X1",3,"X1",27,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"203","X4",27,"X4","X10",5117,"X1","X4",3,"X3","X1",4,"X3",26,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"204","X1",12,"X3","X9",902,"X1","X4",4,"X4","X1",4,"X2",21,"X3","X1",1,"X3",1,"X1","X1","BAD"
"205","X4",12,"X5","X1",1495,"X1","X5",4,"X3","X1",1,"X1",38,"X3","X2",2,"X2",2,"X1","X1","GOOD"
"206","X1",30,"X5","X2",10623,"X1","X5",3,"X3","X1",4,"X4",38,"X3","X3",3,"X4",2,"X2","X1","GOOD"
"207","X4",12,"X5","X4",1935,"X1","X5",4,"X3","X1",4,"X1",43,"X3","X2",3,"X3",1,"X2","X1","GOOD"
"208","X2",12,"X5","X6",1424,"X1","X4",4,"X3","X1",3,"X2",26,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"209","X1",24,"X3","X10",6568,"X1","X3",2,"X4","X1",2,"X3",21,"X2","X2",1,"X2",1,"X1","X1","GOOD"
"210","X4",12,"X3","X2",1413,"X4","X4",3,"X3","X1",2,"X2",55,"X3","X2",1,"X3",1,"X1","X2","GOOD"
"211","X4",9,"X5","X5",3074,"X5","X3",1,"X3","X1",2,"X1",33,"X3","X2",2,"X3",2,"X1","X1","GOOD"
"212","X4",36,"X3","X5",3835,"X5","X5",2,"X2","X1",4,"X1",45,"X3","X2",1,"X2",1,"X2","X1","GOOD"
"213","X1",27,"X1","X10",5293,"X1","X1",2,"X3","X1",4,"X2",50,"X2","X2",2,"X3",1,"X2","X1","BAD"
"214","X3",30,"X4","X10",1908,"X1","X5",4,"X3","X1",4,"X1",66,"X3","X2",1,"X4",1,"X2","X1","BAD"
"215","X4",36,"X5","X5",3342,"X5","X5",4,"X3","X1",2,"X3",51,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"216","X2",6,"X5","X9",932,"X5","X4",1,"X2","X1",3,"X2",39,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"217","X1",18,"X1","X10",3104,"X1","X4",3,"X3","X1",1,"X2",31,"X1","X2",1,"X3",1,"X2","X1","GOOD"
"218","X3",36,"X3","X5",3913,"X1","X3",2,"X3","X1",2,"X1",23,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"219","X1",24,"X3","X4",3021,"X1","X3",2,"X1","X1",2,"X1",24,"X3","X1",1,"X2",1,"X1","X1","GOOD"
"220","X4",10,"X3","X1",1364,"X1","X3",2,"X2","X1",4,"X3",64,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"221","X2",12,"X3","X5",625,"X1","X2",4,"X4","X3",1,"X1",26,"X1","X2",1,"X2",1,"X1","X1","GOOD"
"222","X1",12,"X3","X8",1200,"X5","X3",4,"X2","X1",4,"X2",23,"X1","X1",1,"X3",1,"X2","X1","GOOD"
"223","X4",12,"X3","X5",707,"X1","X3",4,"X3","X1",2,"X1",30,"X1","X2",2,"X3",1,"X1","X1","GOOD"
"224","X4",24,"X4","X10",2978,"X5","X3",4,"X3","X1",4,"X1",32,"X3","X2",2,"X3",2,"X2","X1","GOOD"
"225","X4",15,"X3","X2",4657,"X1","X3",3,"X3","X1",2,"X3",30,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"226","X4",36,"X1","X7",2613,"X1","X3",4,"X3","X1",2,"X3",27,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"227","X2",48,"X3","X5",10961,"X4","X4",1,"X3","X2",2,"X4",27,"X1","X2",2,"X3",1,"X2","X1","BAD"
"228","X1",12,"X3","X4",7865,"X1","X5",4,"X3","X1",4,"X4",53,"X3","X3",1,"X4",1,"X2","X1","BAD"
"229","X4",9,"X3","X5",1478,"X1","X4",4,"X3","X1",2,"X3",22,"X3","X2",1,"X3",1,"X1","X1","BAD"
"230","X1",24,"X3","X4",3149,"X1","X2",4,"X3","X1",1,"X4",22,"X1","X3",1,"X3",1,"X1","X1","GOOD"
"231","X3",36,"X3","X5",4210,"X1","X3",4,"X3","X1",2,"X3",26,"X3","X2",1,"X3",1,"X1","X1","BAD"
"232","X4",9,"X3","X1",2507,"X3","X5",2,"X3","X1",4,"X4",51,"X3","X3",1,"X2",1,"X1","X1","GOOD"
"233","X4",12,"X3","X5",2141,"X2","X4",3,"X3","X1",1,"X4",35,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"234","X2",18,"X3","X5",866,"X1","X3",4,"X4","X3",2,"X1",25,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"235","X4",4,"X5","X5",1544,"X1","X4",2,"X3","X1",1,"X1",42,"X3","X2",3,"X2",2,"X1","X1","GOOD"
"236","X1",24,"X3","X5",1823,"X1","X1",4,"X3","X1",2,"X3",30,"X2","X2",1,"X4",2,"X1","X1","BAD"
"237","X2",6,"X3","X1",14555,"X5","X1",1,"X3","X1",2,"X2",23,"X3","X2",1,"X1",1,"X2","X1","BAD"
"238","X2",21,"X3","X10",2767,"X2","X5",4,"X1","X1",2,"X3",61,"X1","X1",2,"X2",1,"X1","X1","BAD"
"239","X4",12,"X5","X5",1291,"X1","X3",4,"X2","X1",2,"X2",35,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"240","X1",30,"X3","X5",2522,"X1","X5",1,"X3","X3",3,"X2",39,"X3","X2",1,"X3",2,"X1","X1","GOOD"
"241","X1",24,"X3","X1",915,"X5","X5",4,"X2","X1",2,"X3",29,"X1","X2",1,"X3",1,"X1","X1","BAD"
"242","X4",6,"X3","X5",1595,"X1","X4",3,"X3","X1",2,"X2",51,"X3","X2",1,"X3",2,"X1","X1","GOOD"
"243","X1",48,"X1","X2",4605,"X1","X5",3,"X3","X1",4,"X4",24,"X3","X3",2,"X3",2,"X1","X1","BAD"
"244","X4",12,"X5","X10",1185,"X1","X3",3,"X2","X1",2,"X1",27,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"245","X4",12,"X2","X9",3447,"X3","X3",4,"X2","X1",3,"X1",35,"X3","X2",1,"X2",2,"X1","X1","GOOD"
"246","X4",24,"X3","X10",1258,"X1","X4",4,"X3","X1",1,"X1",25,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"247","X4",12,"X5","X5",717,"X1","X5",4,"X3","X1",4,"X1",52,"X3","X2",3,"X3",1,"X1","X1","GOOD"
"248","X4",6,"X1","X1",1204,"X2","X3",4,"X3","X1",1,"X4",35,"X1","X1",1,"X3",1,"X1","X2","GOOD"
"249","X3",24,"X3","X4",1925,"X1","X3",2,"X3","X1",2,"X1",26,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"250","X4",18,"X3","X5",433,"X1","X1",3,"X2","X2",4,"X1",22,"X3","X1",1,"X3",1,"X1","X1","BAD"
"251","X1",6,"X5","X1",666,"X4","X4",3,"X2","X1",4,"X1",39,"X3","X2",2,"X2",1,"X2","X1","GOOD"
"252","X3",12,"X3","X4",2251,"X1","X3",1,"X2","X1",2,"X3",46,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"253","X2",30,"X3","X1",2150,"X1","X3",4,"X2","X3",2,"X4",24,"X1","X2",1,"X3",1,"X1","X1","BAD"
"254","X4",24,"X4","X4",4151,"X2","X3",2,"X3","X1",3,"X2",35,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"255","X2",9,"X3","X4",2030,"X5","X4",2,"X3","X1",1,"X3",24,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"256","X2",60,"X4","X5",7418,"X5","X3",1,"X3","X1",1,"X1",27,"X3","X2",1,"X2",1,"X1","X1","GOOD"
"257","X4",24,"X5","X5",2684,"X1","X3",4,"X3","X1",2,"X1",35,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"258","X1",12,"X2","X5",2149,"X1","X3",4,"X1","X1",1,"X4",29,"X3","X3",1,"X3",1,"X1","X1","BAD"
"259","X4",15,"X3","X2",3812,"X2","X2",1,"X2","X1",4,"X3",23,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"260","X4",11,"X5","X5",1154,"X2","X1",4,"X2","X1",4,"X1",57,"X3","X2",3,"X2",1,"X1","X1","GOOD"
"261","X1",12,"X3","X4",1657,"X1","X3",2,"X3","X1",2,"X1",27,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"262","X1",24,"X3","X5",1603,"X1","X5",4,"X2","X1",4,"X3",55,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"263","X1",18,"X5","X1",5302,"X1","X5",2,"X3","X1",4,"X4",36,"X3","X3",3,"X4",1,"X2","X1","GOOD"
"264","X4",12,"X5","X8",2748,"X1","X5",2,"X2","X1",4,"X4",57,"X1","X3",3,"X2",1,"X1","X1","GOOD"
"265","X4",10,"X5","X1",1231,"X1","X5",3,"X3","X1",4,"X1",32,"X3","X2",2,"X2",2,"X1","X2","GOOD"
"266","X2",15,"X3","X5",802,"X1","X5",4,"X3","X1",3,"X3",37,"X3","X2",1,"X3",2,"X1","X1","BAD"
"267","X4",36,"X5","X10",6304,"X5","X5",4,"X3","X1",4,"X1",36,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"268","X4",24,"X3","X5",1533,"X1","X2",4,"X2","X1",3,"X3",38,"X2","X2",1,"X3",1,"X2","X1","GOOD"
"269","X1",14,"X3","X1",8978,"X1","X5",1,"X1","X1",4,"X2",45,"X3","X2",1,"X4",1,"X2","X2","BAD"
"270","X4",24,"X3","X5",999,"X5","X5",4,"X3","X1",2,"X3",25,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"271","X4",18,"X3","X1",2662,"X5","X4",4,"X3","X1",3,"X2",32,"X3","X2",1,"X3",1,"X1","X2","GOOD"
"272","X4",12,"X5","X4",1402,"X3","X4",3,"X2","X1",4,"X3",37,"X3","X1",1,"X3",1,"X2","X1","GOOD"
"273","X2",48,"X2","X1",12169,"X5","X1",4,"X3","X2",4,"X4",36,"X3","X3",1,"X4",1,"X2","X1","GOOD"
"274","X2",48,"X3","X5",3060,"X1","X4",4,"X3","X1",4,"X1",28,"X3","X2",2,"X3",1,"X1","X1","BAD"
"275","X1",30,"X3","X7",11998,"X1","X2",1,"X1","X1",1,"X4",34,"X3","X2",1,"X2",1,"X2","X1","BAD"
"276","X4",9,"X3","X5",2697,"X1","X3",1,"X3","X1",2,"X1",32,"X3","X2",1,"X3",2,"X1","X1","GOOD"
"277","X4",18,"X5","X5",2404,"X1","X3",2,"X2","X1",2,"X3",26,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"278","X1",12,"X3","X4",1262,"X5","X5",2,"X1","X1",4,"X2",49,"X3","X2",1,"X2",1,"X2","X1","GOOD"
"279","X4",6,"X3","X4",4611,"X1","X2",1,"X2","X1",4,"X2",32,"X3","X2",1,"X3",1,"X1","X1","BAD"
"280","X4",24,"X3","X5",1901,"X2","X3",4,"X3","X1",4,"X3",29,"X3","X1",1,"X4",1,"X2","X1","GOOD"
"281","X4",15,"X5","X2",3368,"X4","X5",3,"X3","X1",4,"X4",23,"X3","X1",2,"X3",1,"X2","X1","GOOD"
"282","X4",12,"X3","X4",1574,"X1","X3",4,"X3","X1",2,"X1",50,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"283","X3",18,"X2","X5",1445,"X5","X4",4,"X3","X1",4,"X3",49,"X1","X2",1,"X2",1,"X1","X1","GOOD"
"284","X4",15,"X5","X4",1520,"X5","X5",4,"X3","X1",4,"X2",63,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"285","X2",24,"X5","X1",3878,"X2","X2",4,"X1","X1",2,"X3",37,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"286","X1",47,"X3","X1",10722,"X1","X2",1,"X2","X1",1,"X1",35,"X3","X2",1,"X2",1,"X2","X1","GOOD"
"287","X1",48,"X3","X2",4788,"X1","X4",4,"X3","X1",3,"X2",26,"X3","X2",1,"X3",2,"X1","X1","GOOD"
"288","X2",48,"X4","X3",7582,"X2","X1",2,"X3","X1",4,"X4",31,"X3","X3",1,"X4",1,"X2","X1","GOOD"
"289","X2",12,"X3","X5",1092,"X1","X3",4,"X2","X3",4,"X1",49,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"290","X1",24,"X4","X5",1024,"X1","X2",4,"X4","X1",4,"X1",48,"X2","X2",1,"X3",1,"X1","X1","BAD"
"291","X4",12,"X3","X10",1076,"X1","X3",2,"X4","X1",2,"X1",26,"X3","X2",1,"X3",1,"X2","X2","GOOD"
"292","X2",36,"X3","X2",9398,"X1","X2",1,"X4","X1",4,"X3",28,"X3","X1",1,"X4",1,"X2","X1","BAD"
"293","X1",24,"X5","X2",6419,"X1","X5",2,"X2","X1",4,"X4",44,"X3","X3",2,"X4",2,"X2","X1","GOOD"
"294","X3",42,"X5","X2",4796,"X1","X5",4,"X3","X1",4,"X4",56,"X3","X3",1,"X3",1,"X1","X1","GOOD"
"295","X4",48,"X5","X10",7629,"X5","X5",4,"X1","X1",2,"X3",46,"X1","X2",2,"X4",2,"X1","X1","GOOD"
"296","X2",48,"X3","X4",9960,"X1","X2",1,"X2","X1",2,"X3",26,"X3","X2",1,"X3",1,"X2","X1","BAD"
"297","X4",12,"X3","X2",4675,"X5","X2",1,"X2","X1",4,"X3",20,"X3","X1",1,"X3",1,"X1","X1","GOOD"
"298","X4",10,"X3","X1",1287,"X5","X5",4,"X3","X2",2,"X2",45,"X3","X2",1,"X2",1,"X1","X2","GOOD"
"299","X4",18,"X3","X4",2515,"X1","X3",3,"X3","X1",4,"X1",43,"X3","X2",1,"X3",1,"X2","X1","GOOD"
"300","X2",21,"X5","X4",2745,"X4","X4",3,"X3","X1",2,"X3",32,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"301","X4",6,"X3","X1",672,"X1","X1",1,"X2","X1",4,"X1",54,"X3","X2",1,"X1",1,"X2","X1","GOOD"
"302","X2",36,"X1","X5",3804,"X1","X3",4,"X2","X1",1,"X3",42,"X3","X2",1,"X3",1,"X2","X1","BAD"
"303","X3",24,"X5","X1",1344,"X5","X4",4,"X3","X1",2,"X1",37,"X1","X2",2,"X2",2,"X1","X1","BAD"
"304","X1",10,"X5","X1",1038,"X1","X4",4,"X3","X2",3,"X2",49,"X3","X2",2,"X3",1,"X2","X1","GOOD"
"305","X4",48,"X5","X1",10127,"X3","X3",2,"X3","X1",2,"X4",44,"X1","X3",1,"X3",1,"X1","X1","BAD"
"306","X4",6,"X3","X4",1543,"X4","X3",4,"X1","X1",2,"X1",33,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"307","X4",30,"X3","X2",4811,"X5","X4",2,"X2","X1",4,"X2",24,"X2","X1",1,"X2",1,"X1","X1","GOOD"
"308","X1",12,"X3","X5",727,"X2","X2",4,"X4","X1",3,"X4",33,"X3","X2",1,"X2",1,"X2","X1","BAD"
"309","X2",8,"X3","X4",1237,"X1","X3",3,"X2","X1",4,"X1",24,"X3","X2",1,"X3",1,"X1","X1","BAD"
"310","X2",9,"X3","X1",276,"X1","X3",4,"X4","X1",4,"X1",22,"X3","X1",1,"X2",1,"X1","X1","GOOD"
"311","X2",48,"X3","X3",5381,"X5","X1",3,"X3","X1",4,"X4",40,"X1","X3",1,"X1",1,"X2","X1","GOOD"
"312","X4",24,"X3","X4",5511,"X2","X3",4,"X3","X1",1,"X3",25,"X2","X2",1,"X3",1,"X1","X1","GOOD"
"313","X3",24,"X3","X4",3749,"X1","X2",2,"X2","X1",4,"X3",26,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"314","X2",12,"X3","X1",685,"X1","X4",2,"X4","X1",3,"X3",25,"X1","X2",1,"X2",1,"X1","X1","BAD"
"315","X3",4,"X3","X1",1494,"X5","X2",1,"X3","X1",2,"X1",29,"X3","X2",1,"X2",2,"X1","X2","GOOD"
"316","X1",36,"X2","X4",2746,"X1","X5",4,"X3","X1",4,"X3",31,"X1","X2",1,"X3",1,"X1","X1","BAD"
"317","X1",12,"X3","X4",708,"X1","X3",2,"X3","X3",3,"X2",38,"X3","X2",1,"X2",2,"X1","X1","GOOD"
"318","X2",24,"X3","X4",4351,"X5","X3",1,"X2","X1",4,"X2",48,"X3","X2",1,"X2",1,"X2","X1","GOOD"
"319","X4",12,"X5","X8",701,"X1","X3",4,"X3","X1",2,"X3",32,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"320","X1",15,"X4","X4",3643,"X1","X5",1,"X2","X1",4,"X2",27,"X3","X2",2,"X2",1,"X1","X1","GOOD"
"321","X2",30,"X5","X1",4249,"X1","X1",4,"X4","X1",2,"X3",28,"X3","X2",2,"X4",1,"X1","X1","BAD"
"322","X1",24,"X3","X5",1938,"X1","X2",4,"X1","X1",3,"X2",32,"X3","X2",1,"X3",1,"X1","X1","BAD"
"323","X1",24,"X3","X2",2910,"X1","X4",2,"X3","X1",1,"X4",34,"X3","X3",1,"X4",1,"X2","X1","GOOD"
"324","X1",18,"X3","X4",2659,"X4","X3",4,"X3","X1",2,"X3",28,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"325","X4",18,"X5","X1",1028,"X1","X3",4,"X2","X1",3,"X1",36,"X3","X2",2,"X3",1,"X1","X1","GOOD"
"326","X1",8,"X5","X1",3398,"X1","X4",1,"X3","X1",4,"X1",39,"X3","X2",2,"X2",1,"X1","X2","GOOD"
"327","X4",12,"X5","X4",5801,"X5","X5",2,"X3","X1",4,"X2",49,"X3","X1",1,"X3",1,"X2","X1","GOOD"
"328","X4",24,"X3","X1",1525,"X4","X4",4,"X2","X1",3,"X3",34,"X3","X2",1,"X3",2,"X2","X1","GOOD"
"329","X3",36,"X3","X5",4473,"X1","X5",4,"X3","X1",2,"X3",31,"X3","X2",1,"X3",1,"X1","X1","GOOD"
"330","X2",6,"X3","X5",1068,"X1","X5",4,"X3","X1",4,"X3",28,"X3","X2",1,"X3",2,"X1","X1","GOOD"
"331","X1",24,"X5","X2",6615,"X1","X1",2,"X3","X1",4,"X4",75,"X3","X3",2,"X4",1,"X2","X1","GOOD"
"332","X4",18,"X5","X8",1864,"X2","X3",4,"X2","X1",2,"X1",30,"X3","X2",2,"X3",1,"X1","X1","BAD"
